snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-19T09:06:14,30.5684,30.700000762939453,0.4305,zerodha_amc_live
2026-08-19T09:49:20,30.5833,30.600000381469727,0.0546,zerodha_amc_live
2026-08-19T09:49:20,30.5833,30.600000381469727,0.0546,zerodha_amc_live
2026-08-19T09:49:20,30.5833,30.600000381469727,0.0546,zerodha_amc_live
2026-08-19T11:12:47,30.5744,30.600000381469727,0.0837,zerodha_amc_live
2026-08-19T11:12:47,30.5744,30.600000381469727,0.0837,zerodha_amc_live
2026-08-19T11:29:08,30.5684,30.600000381469727,0.1034,zerodha_amc_live
2026-08-19T11:29:08,30.5684,30.600000381469727,0.1034,zerodha_amc_live
2026-08-19T11:29:08,30.5684,30.600000381469727,0.1034,zerodha_amc_live
2026-08-19T11:29:08,30.5684,30.600000381469727,0.1034,zerodha_amc_live
2026-08-19T11:29:08,30.5684,30.600000381469727,0.1034,zerodha_amc_live
2026-08-19T11:29:08,30.5684,30.600000381469727,0.1034,zerodha_amc_live
2026-08-19T11:29:08,30.5684,30.600000381469727,0.1034,zerodha_amc_live
2026-08-19T12:15:55,30.5751,30.600000381469727,0.0814,zerodha_amc_live
2026-08-19T12:15:55,30.5751,30.600000381469727,0.0814,zerodha_amc_live
2026-08-19T12:48:57,30.5744,30.600000381469727,0.0837,zerodha_amc_live
2026-08-19T12:48:57,30.5744,30.600000381469727,0.0837,zerodha_amc_live
2026-08-19T12:48:57,30.5744,30.600000381469727,0.0837,zerodha_amc_live
2026-08-19T12:48:57,30.5744,30.600000381469727,0.0837,zerodha_amc_live
2026-08-19T12:48:57,30.5744,30.600000381469727,0.0837,zerodha_amc_live
2026-08-19T13:56:26,30.5774,30.549999237060547,-0.0896,zerodha_amc_live
2026-08-19T13:56:26,30.5774,30.600000381469727,0.0739,zerodha_amc_live
2026-08-19T14:31:46,30.5551,30.540000915527344,-0.0494,zerodha_amc_live
2026-08-19T14:31:46,30.5551,30.600000381469727,0.1469,zerodha_amc_live
2026-08-19T14:31:46,30.5551,30.600000381469727,0.1469,zerodha_amc_live
2026-08-19T14:31:46,30.5551,30.579999923706055,0.0815,zerodha_amc_live
2026-08-19T14:31:46,30.5551,30.579999923706055,0.0815,zerodha_amc_live
