snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-26T09:18:07,301.8273,302.3399963378906,0.1699,nippon_amc_live
2026-08-26T09:23:15,302.0553,302.3999938964844,0.1141,nippon_amc_live
2026-08-26T09:54:02,302.1518,302.4700012207031,0.1053,nippon_amc_live
2026-08-26T09:59:11,302.3157,302.55999755859375,0.0808,nippon_amc_live
2026-08-26T10:04:20,302.1428,302.5199890136719,0.1248,nippon_amc_live
2026-08-26T10:32:17,301.861,302.2900085449219,0.1421,nippon_amc_live
2026-08-26T10:37:27,302.0313,302.45001220703125,0.1386,nippon_amc_live
2026-08-26T10:42:37,302.3289,302.75,0.1393,nippon_amc_live
2026-08-26T11:18:11,302.2803,302.739990234375,0.1521,nippon_amc_live
2026-08-26T11:23:20,302.2097,302.5400085449219,0.1093,nippon_amc_live
2026-08-26T11:28:30,302.1894,302.54998779296875,0.1193,nippon_amc_live
2026-08-26T11:55:45,301.7685,302.010009765625,0.08,nippon_amc_live
2026-08-26T12:00:54,301.8216,302.0,0.0591,nippon_amc_live
2026-08-26T12:06:05,301.74,302.04998779296875,0.1027,nippon_amc_live
2026-08-26T12:46:03,301.7014,302.1099853515625,0.1354,nippon_amc_live
2026-08-26T12:51:12,301.5989,302.0,0.133,nippon_amc_live
2026-08-26T12:56:21,301.5826,301.80999755859375,0.0754,nippon_amc_live
2026-08-26T13:35:39,301.8548,301.9200134277344,0.0216,nippon_amc_live
2026-08-26T13:40:46,301.9208,301.8299865722656,-0.0301,nippon_amc_live
2026-08-26T13:45:53,301.9016,301.80999755859375,-0.0303,nippon_amc_live
2026-08-26T14:29:54,301.7668,301.6099853515625,-0.052,nippon_amc_live
2026-08-26T14:35:04,301.6442,301.45001220703125,-0.0644,nippon_amc_live
2026-08-26T14:40:14,301.4737,301.2799987792969,-0.0643,nippon_amc_live
2026-08-26T15:08:45,301.0277,301.0,-0.0092,nippon_amc_live
2026-08-26T15:13:53,301.1675,301.1300048828125,-0.0124,nippon_amc_live
2026-08-26T15:19:01,301.0454,301.4700012207031,0.141,nippon_amc_live
