snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-19T09:16:23,241.3779,241.9199981689453,0.2246,nippon_amc_live
2026-08-19T09:50:40,241.1509,241.6300048828125,0.1987,nippon_amc_live
2026-08-19T09:55:47,241.1164,241.5,0.1591,nippon_amc_live
2026-08-19T10:00:54,241.2267,241.63999938964844,0.1713,nippon_amc_live
2026-08-19T11:23:29,240.884,241.25999450683594,0.1561,nippon_amc_live
2026-08-19T11:28:37,240.8799,241.27000427246094,0.1619,nippon_amc_live
2026-08-19T11:33:44,240.8358,241.30999755859375,0.1969,nippon_amc_live
2026-08-19T11:37:13,240.7589,241.27000427246094,0.2123,nippon_amc_live
2026-08-19T11:42:20,240.7935,241.27999877929688,0.202,nippon_amc_live
2026-08-19T11:47:27,240.8267,241.27999877929688,0.1882,nippon_amc_live
2026-08-19T11:52:25,240.9131,241.3300018310547,0.1731,nippon_amc_live
2026-08-19T11:57:33,241.0689,241.52999877929688,0.1913,nippon_amc_live
2026-08-19T12:02:41,241.0715,241.52000427246094,0.186,nippon_amc_live
2026-08-19T12:42:45,241.0431,241.4600067138672,0.173,nippon_amc_live
2026-08-19T12:47:54,240.9643,241.24000549316406,0.1144,nippon_amc_live
2026-08-19T12:53:03,241.0415,241.30999755859375,0.1114,nippon_amc_live
2026-08-19T13:23:01,240.8351,241.2100067138672,0.1557,nippon_amc_live
2026-08-19T13:28:10,240.908,241.25,0.142,nippon_amc_live
2026-08-19T13:33:19,240.9727,241.3800048828125,0.169,nippon_amc_live
2026-08-19T13:51:50,240.9943,241.41000366210938,0.1725,nippon_amc_live
2026-08-19T13:56:58,241.003,241.41000366210938,0.1689,nippon_amc_live
2026-08-19T14:02:07,241.1746,241.5,0.1349,nippon_amc_live
2026-08-19T14:32:21,241.0313,241.4199981689453,0.1613,nippon_amc_live
2026-08-19T14:37:30,241.2202,241.5,0.116,nippon_amc_live
2026-08-19T14:42:38,240.9661,241.3000030517578,0.1386,nippon_amc_live
2026-08-19T15:16:55,240.7305,241.63999938964844,0.3778,nippon_amc_live
