snapshot_at,inav,market_price,premium_discount_pct,source
2026-08-21T08:21:09,24.6343,23.899999618530273,-2.9808,zerodha_amc_live
2026-08-21T08:21:09,24.6343,24.43000030517578,-0.8293,zerodha_amc_live
2026-08-21T09:42:02,24.6322,24.579999923706055,-0.2119,zerodha_amc_live
2026-08-21T09:42:02,24.6322,24.56999969482422,-0.2525,zerodha_amc_live
2026-08-21T09:42:02,24.6322,24.59000015258789,-0.1713,zerodha_amc_live
2026-08-21T10:08:04,24.6613,24.559999465942383,-0.4108,zerodha_amc_live
2026-08-21T10:08:04,24.6613,24.549999237060547,-0.4513,zerodha_amc_live
2026-08-21T10:08:04,24.6613,24.530000686645508,-0.5324,zerodha_amc_live
2026-08-21T11:15:44,24.6451,24.540000915527344,-0.4265,zerodha_amc_live
2026-08-21T11:15:44,24.6451,24.540000915527344,-0.4265,zerodha_amc_live
2026-08-21T11:15:44,24.6451,24.559999465942383,-0.3453,zerodha_amc_live
2026-08-21T11:15:44,24.6451,24.549999237060547,-0.3859,zerodha_amc_live
2026-08-21T11:56:20,24.6451,24.549999237060547,-0.3859,zerodha_amc_live
2026-08-21T11:56:20,24.6451,24.530000686645508,-0.467,zerodha_amc_live
2026-08-21T11:56:20,24.6451,24.530000686645508,-0.467,zerodha_amc_live
2026-08-21T11:56:20,24.6451,24.549999237060547,-0.3859,zerodha_amc_live
2026-08-21T12:53:40,24.6451,24.549999237060547,-0.3859,zerodha_amc_live
2026-08-21T13:20:05,24.7358,24.610000610351562,-0.5086,zerodha_amc_live
